title,gender,country,latitude,longitude,department,job_title,language,Cluster,PCA1,PCA2
0,5,42,40.23921,116.12895,9,74,50,1,-0.6143459972000201,-0.18599990218737897
1,6,144,19.3228423,95.1797058,11,140,33,1,0.017603805255405346,-0.0307504719766383
5,5,95,-7.0728,114.0294,8,149,24,3,-1.315498383713686,1.0063617828491778
3,5,104,31.7337799,130.7533097,10,154,37,3,-0.2631176593717033,1.198365067750197
4,2,61,31.2141203,31.3577987,2,62,96,3,-0.30307827824148537,0.7573683635914442
5,5,29,-30.5148445,-53.4832383,6,32,33,2,-1.944419348998434,-1.5152808234626032
0,5,42,32.060255,118.796877,4,95,78,1,-0.787997987719368,0.3657861541167513
3,5,176,47.6451517,42.0889476,4,118,35,0,1.3208738254146408,0.41822210945523686
3,2,176,55.780902,37.618106,6,168,17,0,1.5211702892306413,0.7007403963545694
3,5,42,38.914003,121.614682,7,39,42,3,-0.7120670478428741,0.32605678326842014
3,2,167,15.979273,120.8157261,5,108,63,3,0.0621180315524774,0.9270183034383935
0,5,170,38.728816,-9.2845804,9,21,62,0,1.2396216697902984,-1.6158428412012107
5,2,205,55.6354144,13.0577113,8,134,86,0,1.9145755891393486,1.5260218304271038
1,6,170,40.4751843,-8.6970168,9,42,6,0,1.254693111933229,-1.7922504492548839
3,2,77,41.8399528,43.3907569,1,40,79,3,0.10112613711753214,0.3140034518899101
5,5,42,44.685084,130.45697,4,129,1,3,-0.6061830414008245,1.4225533015103604
1,2,80,39.28167,21.90611,10,179,74,1,0.1575776607672179,0.5399868009375013
5,5,123,41.989901,21.0770114,8,117,24,3,0.6337568149900337,0.5444850145838007
1,2,42,36.307064,120.39631,7,182,95,1,-0.709449794738864,1.6628505625835603
4,5,135,19.4458447,-99.1497664,6,9,5,2,0.6739384357035914,-2.152241138037067
5,5,42,29.894972,121.538057,8,32,22,3,-0.9894563277640966,0.4611919571803065
2,5,196,-26.3448416,28.3622933,11,112,29,2,-0.35351350986582397,-1.158164936954964
5,2,61,30.4659284,30.9305801,4,148,21,3,-0.3608872349318103,0.8681641567310749
0,5,42,37.73892,115.670177,5,129,69,1,-0.6306920158876351,0.5870769740487661
1,5,71,43.4945737,5.8978018,3,173,75,1,0.29890240965256115,0.5455636375461714
0,5,42,1.283678,103.847692,5,95,91,1,-1.5217275964954595,0.004408095323557849
2,2,27,43.3564826,17.7458559,4,76,72,1,-0.2908532724501453,0.03920285359894468
0,2,200,9.7911208,80.1569366,0,86,27,1,0.4784944795271228,-0.8645275875151751
1,1,80,40.8338937,22.3879813,8,152,74,1,0.19557620199011225,0.3710723877640226
0,2,176,59.834171,30.5188521,4,5,33,0,1.6792906430520074,-1.3946949058558942
0,2,29,-9.0972502,-35.5876697,11,96,81,2,-1.4107710036455234,-1.4612057609031677
5,5,71,45.3639886,5.5949365,9,1,90,3,0.22238117303306126,0.20150367278664505
3,5,169,52.30002,16.95723,2,117,6,0,1.4698917165479757,-0.038044780251181465
2,5,221,52.1814619,32.583994,1,51,4,0,1.9654264483830073,-0.8163584639790947
2,2,196,-31.3215134,29.488292,7,22,60,2,-0.4879658699436124,-1.5391887864454064
0,2,167,13.9293954,121.3228399,4,164,21,1,0.04896399501842058,0.08102613247906867
5,5,166,-8.7695621,-74.7088325,2,82,33,2,0.21715345722002663,-0.949125606100217
2,5,19,53.9854,30.36,0,173,31,1,-0.10611282613207687,0.7190160272551911
2,2,85,14.175851,-89.861368,0,139,10,2,0.039140800656674905,-1.3002941365669949
2,5,19,54.8953858,27.7599272,7,117,23,1,-0.13232618252886655,-0.040405666213719466
4,5,176,51.766482,55.36468,10,150,44,0,1.331880174038407,1.1272001018311668
1,5,90,13.1680197,-87.3872748,7,93,63,2,0.05900190802193885,-1.5383159242843243
4,5,29,-30.5148445,-53.4832383,2,168,79,2,-1.853435179127116,0.059203098751850515
1,2,31,43.273732,25.9799453,9,27,27,1,-0.33331711806162695,-1.2642418427322246
3,5,0,35.0298547,71.3542319,1,1,6,3,-1.042257030260827,-0.7538045277912788
3,5,71,43.7883496,4.9548261,3,131,67,3,0.26945175577509045,0.6353883333988172
0,2,104,32.4286242,130.6493402,10,44,10,1,-0.26006740657386507,-0.9311542725723808
0,5,221,48.6841029,24.4272889,10,101,27,0,1.9018591076831126,-0.9606980247056307
2,5,135,25.8263535,-97.5294628,3,101,89,2,0.9375508068368934,-0.7365653443106567
5,5,164,-6.2615781,143.9813542,7,164,44,3,-0.6579747890522516,1.6236997420075896
4,5,205,59.2416497,14.4338249,11,149,85,0,2.0195048647776734,1.3296385290872403
5,2,170,41.3432066,-8.5660453,11,14,49,0,1.1954207751077506,-0.39322361522269045
1,2,9,-34.7089038,-58.6427861,6,169,74,2,-2.1607005524237515,-0.985340560985001
5,2,224,41.07,-85.14,0,20,24,0,2.1478560147234433,-1.0517629967937445
4,2,170,37.5972313,-8.6366851,2,62,27,0,1.1706153982074259,-0.3600760165951963
0,2,169,50.3651987,20.3520979,6,150,31,0,1.4214522984784765,-0.3491487661647836
5,5,170,40.76191,-7.7532796,3,108,8,0,1.2501399047116815,0.10955999614222438
4,5,53,49.4150717,18.109785,7,94,51,3,0.11165344550057975,0.4931317044076986
5,3,36,47.5083178,-52.9940605,8,120,66,3,0.15510953127733917,0.5922556116046429
2,5,53,49.5658236,18.814406,6,100,73,1,0.1578651008472503,0.27037346391190104
5,5,80,39.6222264,20.8874294,11,181,77,3,0.13018093701672853,1.6766372803622878
4,1,188,42.9963758,21.944034,1,180,73,0,1.4241317962288096,1.5869977968582536
3,2,29,-23.4157731,-51.4264048,5,153,69,2,-1.7109488076015702,-0.41334683942730566
4,5,53,49.5111458,17.5282441,1,149,34,3,0.1593915726083779,0.9109763689329198
3,5,0,32.4464635,62.1454133,7,69,10,3,-1.0910073334769643,-0.3279087755341422
3,2,42,32.60704,115.554108,10,25,40,3,-0.8923358442844569,0.012947633245667825
2,2,95,-7.698725,113.8465758,6,88,19,1,-1.3125196779499506,-0.3937718316635835
3,5,205,59.8557818,13.5485237,0,74,61,0,2.0941579264296735,0.3197106489745265
5,2,176,45.0463269,38.8000344,11,97,63,0,1.1838416503380564,0.9486880364051369
2,5,85,15.5251409,-89.3343599,3,189,63,2,0.10767292272145845,-0.2891572375905716
1,5,95,-8.3120496,123.2814017,6,72,83,1,-1.3093418386603948,-0.01742903898604516
3,5,95,-2.763864,101.3338009,6,70,16,3,-1.132724505205978,-0.3764884383968893
3,4,42,32.240853,120.2326771,4,63,46,3,-0.8590793455691207,0.5707349795568676
5,5,25,-18.7003202,-66.0039777,5,5,85,2,-1.6065605763377482,-1.0751462196132557
2,7,176,53.7667424,91.3992147,8,88,25,0,1.2640054150079025,0.11715321215301673
0,5,95,3.33186,99.161456,9,154,70,1,-0.899890422085769,0.1638209291643395
1,1,95,-6.2651072,106.5318919,6,55,20,1,-1.2447890650041415,-0.9961990554402838
0,2,211,16.1169002,102.7020218,10,152,50,1,0.6290338695880984,0.04540788386557249
0,2,36,54.0632737,-128.6369607,1,55,47,2,0.722947935069897,-2.015722424424462
2,2,205,59.6517905,17.0779098,4,1,72,0,2.0314947889001047,-0.5234315766843706
2,4,107,48.019573,66.923684,0,135,20,1,0.5142917651030477,0.4405902314853977
3,5,71,43.6218385,3.8403455,0,143,6,3,0.264109187074653,0.07054898251831672
4,5,42,41.594744,121.798685,11,48,63,3,-0.671101609425948,0.889399874992457
3,5,221,48.7203863,33.0679837,8,43,87,0,1.851364640826814,0.1955657788796215
3,2,102,7.2676037,-8.1447804,7,132,37,2,-0.3442372769892229,-0.3344963469485392
0,5,42,37.517256,101.225991,6,23,27,1,-0.6258013924518515,-1.0093572367769434
3,6,167,14.4409724,120.9950071,9,42,16,3,-0.013877742363470866,-0.36521032559097355
4,4,71,48.8981844,2.2478659,2,109,22,3,0.37352168399498903,0.2555947625045004
2,5,135,19.5056005,-98.882461,2,106,39,2,0.7648490361396677,-1.3528447050066377
2,5,156,39.8286394,126.5151395,10,22,58,1,0.516255241659393,0.015771239554986712
4,2,42,30.548268,112.279606,0,87,81,3,-0.85014614626824,1.5053268446350063
4,2,176,54.8737338,83.000494,10,21,34,0,1.2434341924006516,0.13500820300362246
3,5,228,9.4546148,-64.8318347,7,87,61,0,1.3242509453557219,-0.971457256778868
2,5,160,27.4140682,64.987739,11,84,68,0,0.5071147106515027,0.019345533794925446
3,5,22,7.2188798,2.3394209,0,31,78,2,-1.1914606097224696,-0.5135196017575536
4,2,42,29.421736,105.682385,6,160,82,3,-0.8723083652806791,1.979473348597255
3,2,70,64.0615492,23.6542166,11,173,10,3,0.6191196302747977,0.589557109660181
1,3,49,44.9597766,19.0030052,1,38,61,1,0.007673455600156723,-0.6427810120639912
4,2,42,23.498459,111.746261,11,71,73,3,-1.1066862734126217,0.9411583711149003
0,2,166,-13.9792358,-71.4165779,1,150,70,2,0.1571289386668133,-1.30335580593981
5,5,95,-8.6851,121.9164,0,21,31,3,-1.3659913539728799,0.15187882044331324
4,2,42,41.554479,121.725015,8,62,32,3,-0.6830852502856535,0.7362876157159668
1,2,96,36.158405,45.4759898,1,13,54,1,0.16035277795734804,-0.8547177846525092
2,5,205,60.4253612,16.5438565,8,40,84,0,2.0623610838008077,-0.13632079199557912
1,5,184,43.9142905,12.4208642,8,121,26,0,1.4332729002554458,-0.604945865070229
4,5,42,38.135288,114.397004,3,105,90,3,-0.6540920964556178,1.7930590823029673
0,2,42,30.6074358,114.3110482,0,56,7,1,-0.8419544258992501,-0.772549034052607
3,5,42,32.929568,119.860856,9,50,76,3,-0.8542734894447396,0.7002567759602691
0,2,9,-40.1382194,-71.2883704,3,194,55,2,-2.218382536044638,-1.374577034989944
3,5,95,-6.3347209,105.9552997,0,87,81,3,-1.1734459693399117,0.6727177218706686
0,2,224,41.8822489,-87.7221872,9,180,66,0,2.2478881112652855,-0.7326318845836831
0,2,90,13.9967823,-88.3803792,2,43,85,2,0.10876797307317183,-1.875313318582209
4,5,167,9.9296381,123.1721164,10,154,91,3,-0.10679083928722358,1.770815866800972
0,2,49,45.7307005,15.9513163,4,37,31,1,0.01510946120199068,-1.3632704581794022
2,2,0,33.731926,67.068153,1,0,62,1,-1.0387098746227112,-0.40405231862104285
3,1,42,26.8429645,107.2902839,1,38,3,3,-0.9703147636416021,-0.24620119394982787
4,1,229,10.7006857,106.3228338,4,182,8,0,0.631628320256266,1.0438472385257547
4,5,135,19.6786236,-101.1808488,3,60,78,2,0.7517650100621189,-0.7735606769911407
1,1,215,34.866667,9.783333,3,62,88,0,1.5637284913765466,-0.4011981170623641
2,5,169,53.6897029,15.1379238,5,7,72,0,1.5125917346342281,-0.5894967474727018
4,5,42,26.312444,99.850365,9,119,2,3,-0.9730999160990885,0.48207966450297485
3,2,220,3.5126215,33.9750018,3,165,14,0,0.6756912912527212,0.01921038709502545
0,5,169,50.1470572,19.204916,7,190,31,0,1.4429820547823995,-0.048763780257556406
4,5,42,30.265327,108.705237,7,64,81,3,-0.8724766190992898,1.0893780383572267
2,2,42,30.070933,118.181531,8,76,31,1,-0.9346671368250883,0.1149143250168898
1,2,29,-9.9246703,-48.2592606,9,159,15,2,-1.3957116040285027,-1.4656259204185664
0,2,36,46.70011,-75.44929,4,99,17,2,0.28891805743423865,-1.6970980826353546
3,5,167,13.2999,122.5217,11,159,50,3,-0.026629265197318657,1.058351697979538
5,5,160,32.0777617,71.0179089,9,89,9,3,0.5482879001797758,0.36189023457909103
4,5,42,39.538047,116.683752,3,44,81,3,-0.6454410294430031,1.1719421845166371
0,5,229,15.5638825,108.4786313,9,177,73,0,0.8262344631669788,0.571351519293695
5,2,95,-7.5145399,112.7330892,4,16,13,3,-1.3513690752987895,-0.22665585967257523
1,5,167,8.1679082,124.1582966,0,24,78,1,-0.08766812875361153,-0.20626348050622467
2,5,169,52.1012559,21.053265,9,24,5,0,1.3956024473723556,-1.2902958387234154
2,2,42,21.9588282,96.0891032,0,183,67,1,-0.9611879031450079,1.4002952322429707
3,0,107,43.5561243,77.9995589,0,93,59,3,0.3207740837010631,0.881626941538613
4,1,71,48.8466523,2.2582125,2,15,15,3,0.3278834270713147,-0.6485183207916404
2,5,95,-7.6492089,111.4395128,5,107,55,1,-1.2549357010463098,0.18156350974838212
0,5,95,0.8554519,124.6192702,4,82,63,1,-1.0581600489474952,-0.28437469871438814
4,2,167,14.63571,121.60617,7,75,31,3,-0.02429342174843844,0.4800480781229936
3,5,167,18.5344284,120.7961471,0,184,93,3,0.21015393652052533,2.0797667573162935
2,5,176,53.7667424,91.3992147,4,170,4,0,1.285688660211869,0.7092915160033592
5,2,176,65.371498,58.0235821,1,152,1,0,1.6770052874982386,1.3227754115089765
3,5,211,17.0405373,99.0571089,4,87,26,0,0.658048445532671,0.10852252927769754
3,1,104,36.3213507,136.6477771,5,144,74,3,-0.14928941728565528,1.7945500307522582
0,2,167,12.9978739,121.4181928,5,21,19,1,-0.015643810800379306,-1.2630943893900313
3,2,42,23.020673,113.751799,11,185,8,3,-1.1164005971746953,0.9214724770562858
5,2,2,40.3672602,20.4284431,1,87,27,3,-0.6886497883339483,0.5148703278626192
3,5,9,-36.23975,-61.121304,11,99,20,2,-2.2699932508944594,-1.8633487912593845
2,2,29,-20.1287177,-44.8645811,2,86,41,2,-1.6485457647363861,-1.4767229724005406
5,5,95,-7.068848,109.0364038,10,168,80,3,-1.2777251684806123,1.7607268771751363
2,5,95,4.3378413,98.0717968,2,145,27,1,-0.8743248564378477,0.2914195229103271
5,5,53,49.0498305,15.5547835,1,0,8,3,0.09585772096807932,-0.4788107004526799
5,5,205,60.2638215,18.4529131,5,173,84,0,2.058194118836193,1.9910150822104533
2,5,176,51.2092169,35.2291386,8,98,44,0,1.4296608731728553,-0.03667909795512038
5,5,27,44.4528239,19.0902035,0,133,63,3,-0.2559230837476646,1.380006278958275
1,2,167,14.5144041,121.0406718,7,96,73,1,0.04015210509272888,0.3116895378896652
3,2,167,9.8996343,124.2844697,3,44,21,3,-0.13044411630627717,-0.15224515732010918
2,2,98,52.1361219,-8.642661,10,23,85,0,0.7659208377516291,-0.5514793601241452
2,2,176,45.9773921,39.3668159,9,99,53,0,1.2556888189391802,0.054976726543729
1,2,9,-34.6558079,-58.3734773,11,173,16,2,-2.2170038759030084,-1.7435396754059487
5,0,107,45.4592577,75.2050312,2,116,8,3,0.32374284571551043,1.0070885793122355
1,5,96,36.158405,45.4759898,9,194,49,1,0.1689028396324165,0.5190169814529939
1,2,42,41.942393,126.558573,2,76,26,1,-0.6133025449151425,0.1118671619528411
5,2,71,44.9532555,2.8218035,7,132,74,3,0.23943910322573755,1.2332743856275847
3,5,42,22.0462137,111.012675,8,134,19,3,-1.0986346617627825,0.596186975969475
0,2,104,36.1029484,139.4593556,2,182,24,1,-0.1133464566228383,0.7659478545445932
3,2,42,36.6850384,117.0714935,9,161,80,3,-0.7376980892071167,1.7975034415315012
5,5,169,53.2166678,19.0555956,1,45,38,0,1.4611862768860957,0.311170174604946
2,2,167,35.7702315,-119.2578873,1,155,39,0,1.612609586781662,-0.8460299068982664
0,2,167,15.3614928,120.530743,4,38,8,1,0.054430720065721645,-1.1980328379940293
4,5,90,14.8288248,-86.5728785,9,101,84,2,0.05563028761731706,-0.3809344979330257
5,5,95,-7.3677628,110.1209019,5,63,51,3,-1.2956648569205185,0.5815491171647069
0,2,95,-0.0411552,109.3509465,10,104,81,1,-1.0618707434969885,-0.10847742949605298
2,5,56,11.423197,43.0024829,9,174,35,1,-0.9153712558929205,0.15372289811214296
3,5,0,37.2094994,68.775115,9,151,9,3,-0.9896558853356141,0.4679578139164194
2,5,45,6.176967,-75.341462,10,71,3,2,-0.720862144817316,-2.197723425868401
4,5,29,-19.0012649,-46.3092185,5,97,7,2,-1.6532179649418874,-1.3035322377586347
1,2,229,22.3622017,105.3950939,8,43,24,0,0.9349430538128423,-0.8299763340987637
5,5,167,9.6037331,124.1518808,9,154,50,3,-0.14522692985735958,1.5920333831187874
0,7,31,42.4099129,27.7009454,5,188,22,1,-0.2564671711384475,-0.11240314096731505
0,2,148,51.9877935,5.9030863,0,50,40,0,1.316345957863158,-1.1033880493632477
3,2,169,52.1327312,18.2293232,4,152,6,0,1.4362641171903783,0.2695795691829362
1,3,42,46.190375,126.656651,8,160,8,1,-0.5239163476827896,0.5697265435896205
4,5,95,-6.8622047,111.6051176,3,124,93,3,-1.2294565161180528,1.4081508116767643
5,5,42,39.0063718,117.6852235,10,172,18,3,-0.7200363699186563,1.7114052867357452
2,4,176,55.4330626,74.9385554,5,129,86,0,1.4118254438421098,1.1896254421803358
0,5,42,24.880992,118.71899,11,129,18,1,-1.0363778917171713,-0.279150193978489
3,3,40,9.3572656,17.3671431,1,27,94,2,-1.018087022025578,-0.2225625061246384
1,5,148,51.5244042,5.7576526,4,74,57,0,1.2985501739507945,-0.5199781985414645
5,5,0,34.4274119,62.215754,7,107,76,3,-1.0294796788965233,1.392095357772746
5,2,205,57.7662174,16.5983762,2,131,46,0,1.9740734222201164,1.2057550078824648
3,2,31,42.6687933,23.2517507,7,99,52,3,-0.324921894083655,0.26277283167593235
5,3,42,29.987954,112.115401,5,63,65,3,-0.9154930213508502,1.2586156760139844
1,2,42,21.459233,101.564635,11,71,23,1,-1.0978316026166468,-0.612769863036247
3,5,126,3.2093353,101.6716295,1,22,61,3,-0.6055195150891389,-0.10520395847614428
4,5,170,38.2887838,-8.0376603,6,108,31,0,1.1926703247946655,0.0031175828096137977
0,2,42,22.2866176,114.148724,2,107,25,1,-1.0491359616617741,-0.24374745199226652
1,5,160,35.6868993,74.6291131,1,76,14,0,0.7315835915187686,-0.5868324301893917
2,2,42,-7.2792087,112.7657727,6,92,33,1,-1.8603668907069768,-0.1712924756817802
4,4,71,46.5993244,-1.1457859,10,148,1,3,0.2774310986133083,0.13069227248701418
5,2,42,43.635681,125.5851039,9,116,28,3,-0.6548726983103728,1.4942724749278034
5,5,176,47.7314993,40.2098294,2,117,10,0,1.3043803893760617,0.7077372555942008
4,5,163,8.7337105,-82.4590282,3,69,92,2,0.7005736742091296,-0.5187215225466327
1,2,95,-6.9959695,112.5728232,7,49,67,1,-1.2689650410929094,-0.48089587996418653
4,5,42,30.645019,114.282194,0,116,77,3,-0.831623932938855,1.709794425167367
4,5,156,38.235241,125.750504,8,123,1,3,0.4608577272105025,0.832176018108347
3,5,199,36.8414494,-2.4567059,1,97,8,0,1.476615817171458,-0.5317184987548053
1,2,95,-7.9553448,112.649662,5,132,18,1,-1.2843280887459894,-0.28449537486527565
1,2,36,49.44998,-112.65185,3,99,11,2,0.5046841663859333,-1.7325883221327731
4,5,29,-26.9107052,-48.6709133,9,82,71,2,-1.8477900543875363,-0.8775701353226399
3,1,206,47.3842312,8.5324101,7,36,50,0,1.7197179850316329,-0.45999700498859214
4,5,163,8.3375063,-82.5510469,10,149,4,2,0.6256304556158423,-1.0002994277321797
3,2,95,-8.2864014,123.7014716,7,42,10,3,-1.4035338488887354,-0.5799002129864681
0,2,29,-13.2513786,-43.4112394,9,126,40,2,-1.484433464669596,-1.7501179947173933
3,5,170,41.2290184,-8.5381298,7,44,87,0,1.2886653823560477,-0.18063209679779435
3,7,224,41.8062766,-87.6482474,0,141,93,0,2.296293410657207,0.2361244269762642
0,5,58,18.4812038,-69.899944,9,168,67,2,-0.2005448876623154,-0.9206148066699229
1,5,42,33.2192688,112.5282043,4,87,53,1,-0.7588345913490667,0.2430299666654544
0,2,42,39.765701,118.412764,0,14,37,1,-0.618543879916877,-0.6495417848493353
5,5,224,42.29,-83.14,8,134,80,0,2.1915133761686194,0.47532045165309544
4,2,205,57.1887898,14.0089418,10,118,67,0,1.93982814529381,0.8558048766115741
4,5,95,-8.339355,122.9634852,11,148,82,3,-1.3647181933278032,1.3970489332853195
0,7,150,-43.417615,172.6519706,2,19,57,1,-1.8022858326555045,-1.0690268682806452
5,2,29,-7.026967,-37.2776539,8,39,18,2,-1.441969779666799,-1.2301949059490862
5,2,42,29.285314,110.338222,0,94,25,3,-0.9120439552292722,1.1546176150783065
2,5,42,36.179383,112.804103,5,180,79,1,-0.6705500629738219,1.6909445676250647
2,5,161,7.3410628,134.4771596,11,95,18,1,-0.310241910969192,-0.1552567811296715
1,5,42,21.270702,110.359368,0,15,0,1,-1.0737970199463802,-1.113508311517936
3,2,153,7.0410845,7.8096037,0,101,23,0,0.1629910333289225,-0.5265154695302009
0,5,42,39.646905,97.130625,10,100,60,1,-0.5463618038848819,-0.01578506648166779
4,2,153,7.382808,7.907355,10,1,16,3,0.0684197728771889,-1.4357327985530757
1,5,96,35.7013041,52.0586252,9,177,53,1,0.12754999962682728,0.46144478853563387
5,5,221,48.3162239,24.9330262,10,56,7,0,1.8016363032600948,-0.18561196753821782
0,2,186,21.357765,40.2782239,11,96,88,0,0.7532537892776405,-0.46132916403698976
1,5,170,39.764261,-8.7386338,0,72,95,0,1.3334645372628116,-0.27055784005409483
3,5,95,-8.0563346,111.7167504,5,131,23,3,-1.2892810665687437,0.2980709194556855
4,2,95,-6.38706,106.82725,10,107,85,3,-1.2683303549720502,1.0038167093670674
5,2,42,30.453667,114.872199,1,151,65,3,-0.8759692391246211,2.173910701534458
4,2,95,-7.3445521,112.6079459,9,88,57,3,-1.3277809860988474,0.5561639718351516
2,2,45,9.442952,-75.5509602,8,148,94,2,-0.5839349531361708,-0.313654546845717
0,2,29,-27.6849439,-52.2337184,4,130,5,2,-1.8040490963229108,-2.27055411623146
5,5,176,51.40698,91.29244,2,99,62,0,1.2058002122243316,1.6244287919020095
1,5,151,11.9344073,-85.9560005,8,96,28,2,0.6563478843911372,-1.9795809823857224
2,5,42,38.2792524,111.6631302,6,133,92,1,-0.6228184264789604,1.4170035802869807
2,2,42,36.566906,105.672987,0,63,95,1,-0.6386044644003653,0.9073785486419992
0,5,36,50.35008,-113.76866,1,25,38,2,0.5735784303663016,-2.34390969380238
4,2,95,-6.7338751,111.3471022,8,116,66,3,-1.2899655092545848,0.9340669991418986
4,2,42,32.644699,117.743378,5,152,67,3,-0.8414979935157854,1.8874080446531576
3,2,167,12.7145722,124.0576816,4,134,16,3,-0.04454527840102718,0.6100767340636306
2,5,42,38.530028,114.976639,8,172,12,1,-0.6695955900925444,0.8035755638246654
5,5,166,-12.2179111,-76.5148607,1,128,76,2,0.17170347436796213,-0.058053044329623625
0,2,95,-7.2457269,112.3738772,8,107,6,1,-1.2810082712273894,-0.9940672061044169
1,2,221,49.3320149,23.2486086,7,98,94,0,1.9384089746665196,0.1824602558020358
3,2,153,12.1299094,7.6724456,10,164,39,0,0.2538105756046813,0.0784937727470984
3,2,95,-7.541449,111.8956112,2,73,66,3,-1.271391165843659,0.38569774053407035
1,5,162,32.42949,35.27112,0,37,71,0,0.8556773236508731,-0.5989821996917611
5,2,42,36.1460832,120.4873619,7,94,92,3,-0.7910286139327917,1.968176908061181
1,2,205,55.583006,13.0105903,9,192,46,0,1.957979439851458,0.4150562176150252
